42540564899417505092538212422309117952,42540564899418714018357827051483824127,45575,Office of Info.Tech. Admin. for Educational Development
42540564899418714018357827051483824128,42540564906522362134413388082057314303,4621,Office of Info.Tech. Admin. for Educational Development
42540564906522362134413388082057314304,42540564906523571060233002711232020479,9562,"ANET Co., Ltd."
42540564906523571060233002711232020480,42540564906524779986052617340406726655,132879,Rajabhat Mahasarakham University
42540564906524779986052617340406726656,42540564914578643796325276902299271167,4621,Office of Info.Tech. Admin. for Educational Development
42540564914578643796325276902299271168,42540564914582270573784120789823389695,37932,Office of Info.Tech. Admin. for Educational Development
42540564914582270573784120789823389696,42540564915187942409411050006351183871,4621,Office of Info.Tech. Admin. for Educational Development
42540564915187942409411050006351183872,42540564915189151335230664635525890047,55545,Suranaree University of Technology
42540564915189151335230664635525890048,42540564915192778112689508523050008575,4621,Office of Info.Tech. Admin. for Educational Development
42540564915192778112689508523050008576,42540564915193987038509123152224714751,37932,Office of Info.Tech. Admin. for Educational Development
42540564915193987038509123152224714752,42540564917663822487981810556149432319,4621,Office of Info.Tech. Admin. for Educational Development
42540564917663822487981810556149432320,42540564917665031413801425185324138495,136624,Sakon Nakhon Rajabhat University
42540564917665031413801425185324138496,42540564919530403953466798001895768063,4621,Office of Info.Tech. Admin. for Educational Development
42540564919530403953466798001895768064,42540564919531612879286412631070474239,138547,Ubon Ratchathani Rajabhat University
42540564919531612879286412631070474240,42540564924488208739706392247365795839,4621,Office of Info.Tech. Admin. for Educational Development
42540564924488208739706392247365795840,42540564924489417665526006876540502015,137546,"Faculty of Engineering , Rajamangala University of Technology Thanyaburi"
42540564924489417665526006876540502016,42540564934065319082693484569388122111,4621,Office of Info.Tech. Admin. for Educational Development
42540566122487756796658548472547377152,42540566201715919310922886066091327487,9595,NTT-ME Corporation
42540566756313056910773249220898979840,42540566835541219425037586814442930175,10013,"FreeBit Co.,Ltd."
42540569291614257367232052214305390592,42540569295037935288380682037073281023,293,ESnet
42540569295037935288380682037073281024,42540569295039144214200296666247987199,3562,Sandia National Laboratories
42540569295039144214200296666247987200,42540569370842419881496389807849340927,293,ESnet
42540570559264857595461453711008595968,42540570559576760456922028038082789375,6509,CANARIE Inc
42540570559576760456922028038082789376,42540570559577969382741642667257495551,53904,CANARIE Inc
42540570559577969382741642667257495552,42540570569168377909744495910201589759,6509,CANARIE Inc
42540570569168377909744495910201589760,42540570569170795761383725168551002111,10965,MRNet
42540570569477862919565840978926370816,42540570608782459166876664706973564927,6509,CANARIE Inc
42540570608782459166876664706973564928,42540570609091944176698009775698345983,8111,Dalhousie University
42540570609091944176698009775698345984,42540570638493020109725791304552546303,6509,CANARIE Inc
42540571193090157709576154459360198656,42540571193091366635395769088534904831,2914,"NTT America, Inc."
42540571193091366635395769088534904832,42540571193092575561215383717709611007,3130,RIPE Network Coordination Centre
42540571193092575561215383717709611008,42540571196811231382349983059105808383,2914,"NTT America, Inc."
42540571196811231382349983059105808384,42540571196812440308169597688280514559,262,"NTT America, Inc."
42540571196812440308169597688280514560,42540571199281066905609646757868732415,2914,"NTT America, Inc."
42540571199281066905609646757868732416,42540571199281095166021567680901808127,20940,Akamai International B.V.
42540571199281095166021567680901808128,42540571199299200719116889900651118591,2914,"NTT America, Inc."
42540571199299200719116889900651118592,42540571199300409644936504529825824767,2000,"Internet Awareness, Inc."
42540571199300409644936504529825824768,42540571199301618570756119159000530943,213802,Tianfeng (Hong Kong) Communications Limited
42540571199301618570756119159000530944,42540571199306454274034577675699355647,2914,"NTT America, Inc."
42540571199306454274034577675699355648,42540571199307663199854192304874061823,396350,Boom Communications
42540571199307663199854192304874061824,42540571199348766677721089696814071807,2914,"NTT America, Inc."
42540571199348766677721089696814071808,42540571199349975603540704325988777983,1225,"NTT America, Inc."
42540571199349975603540704325988777984,42540571199372945194113382280308195327,2914,"NTT America, Inc."
42540571199372945194113382280308195328,42540571199374154119932996909482901503,275,"NTT America, Inc."
42540571199374154119932996909482901504,42540571199376571971572226167832313855,15562,Job Snijders
42540571199376571971572226167832313856,42540571199377780897391840797007020031,3938,"NTT America, Inc."
42540571199377780897391840797007020032,42540571199467241408043323355935277055,2914,"NTT America, Inc."
42540571199467241408043323355935277056,42540571199469659259682552614284689407,152644,QINIU (CHINA) limited
42540571199469659259682552614284689408,42540571201756946928840175086538326015,2914,"NTT America, Inc."
42540571201756946928840175086538326016,42540571201756946947286919160247877631,20940,Akamai International B.V.
42540571201756946947286919160247877632,42540571210429780740308780712170881023,2914,"NTT America, Inc."
42540571210429780740308780712170881024,42540571210430989666128395341345587199,4128,RGnet OU
42540571210430989666128395341345587200,42540571212898407300855341634339995647,2914,"NTT America, Inc."
42540571212898407300855341634339995648,42540571212898407356195573855468650495,20940,Akamai International B.V.
42540571212898407356195573855468650496,42540571212903242967240312003619717119,2914,"NTT America, Inc."
42540571212903242967240312003619717120,42540571212904451893059926632794423295,1412,"Gravity Interactive, Inc."
42540571212904451893059926632794423296,42540571232711492521626011031180410879,2914,"NTT America, Inc."
42540571232711492521626011031180410880,42540571232712701447445625660355117055,3927,RIPE Network Coordination Centre
42540571232712701447445625660355117056,42540571240141550608977521938924568575,2914,"NTT America, Inc."
42540571240141550608977521938924568576,42540571240142759534797136568099274751,21778,"Dimension Data North America, Inc."
42540571240142759534797136568099274752,42540571272318320223840492052904148991,2914,"NTT America, Inc."
42540571826915457823690855207711801344,42540571847031983462078284674822569983,109,"CISCO SYSTEMS, INC."
42540571848115180996452992415359303680,42540571848124852403009909448756953087,109,"CISCO SYSTEMS, INC."
42540571851674258609398460705694285824,42540571906143620337955192801255751679,109,"CISCO SYSTEMS, INC."
42540572460740757937805555956063404032,42540572470645496714874898892269289471,209,"CenturyLink Communications, LLC"
42540572470645496714874898892269289472,42540572470645515641234318518269247487,20940,Akamai International B.V.
42540572470645515641234318518269247488,42540572470645515659681062591978799103,395944,CLGW
42540572470645515659681062591978799104,42540572470646696103727827413605810175,20940,Akamai International B.V.
42540572470646696103727827413605810176,42540572485501981297518873582040514559,209,"CenturyLink Communications, LLC"
42540572485501981297518873582040514560,42540572485503185500972005341570007039,13684,"Medtronic, Incorporated"
42540572485503185500972005341570007040,42540572487979065579542765891368255487,209,"CenturyLink Communications, LLC"
42540572487979065579542765891368255488,42540572487980274505362380520542961663,22773,Cox Communications Inc.
42540572487980274505362380520542961664,42540572487981483431181995149717667839,209,"CenturyLink Communications, LLC"
42540572487981483431181995149717667840,42540572487982692357001609778892374015,3356,"Level 3 Communications, Inc."
42540572487982692357001609778892374016,42540572491689258919940062828541509631,209,"CenturyLink Communications, LLC"
42540572491689258919940062828541509632,42540572491690467845759677457716215807,3356,"Level 3 Communications, Inc."
42540572491690467845759677457716215808,42540572539968920452069893549607354367,209,"CenturyLink Communications, LLC"
42540573094566058051920256704415006720,42540573173779713456349218747862482943,7332,"LightBound, LLC"
42540573173779713456349218747862482944,42540573173780922382168833377037189119,13767,"DataBank Holdings, Ltd."
42540573173780922382168833377037189120,42540573173794220566184594297958957055,7332,"LightBound, LLC"
42540573728391358166034957452766609408,42540573807619520680299295046310559743,6461,Zayo Bandwidth
42540574362216658280149658201118212096,42540574441444820794413995794662162431,174,Cogent Communications
42540575629867258508379059697821417472,42540575709095421022643397291365367807,3549,"Level 3 Communications, Inc."
42540576263692558622493760446173020160,42540576342920721136758098039716970495,8002,"Stealth Communications Services, LLC"
42540576897517858736608461194524622848,42540576976746021250872798788068573183,3561,"CenturyLink Communications, LLC"
42540577531343158850723161942876225536,42540577531370964144574298413894467583,11537,Internet2
42540577531370964144574298413894467584,42540577531372173070393913043069173759,11164,Internet2
42540577531372173070393913043069173760,42540577532890583899829887286500130815,11537,Internet2
42540577532890583899829887286500130816,42540577533200068909651232355224911871,14041,University Corporation for Atmospheric Research
42540577533200068909651232355224911872,42540577533509553919472577423949692927,10578,Harvard University
42540577533509553919472577423949692928,42540577535056978968579302767573598207,11537,Internet2
